ID;Domaine;Mode;Portée du lien;Discordance du support;Réponse affichée;Réponse historique du support;Documentation Microsoft;Question source
T3-Q20;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;From the Recovery Service vault, stop the backup of each backup item;From the Recovery Service vault, stop the backup of each backup item;https://learn.microsoft.com/en-us/azure/backup/backup-azure-arm-restore-vms;"You have a Recovery Service vault that you use to test backups. The test backups contain two protected virtual machines.

You need to delete the Recovery Services vault.

What should you do first?"
T3-Q21;Implémenter et gérer le stockage;Fiche question/réponse du support;theme;Non;"Can Use Vault1 For Backup -> VM1 ONLY
Can Use Vault2 For Backup -> SHARE1 ONLY";"Can Use Vault1 For Backup -> VM1 ONLY
Can Use Vault2 For Backup -> SHARE1 ONLY";https://learn.microsoft.com/fr-fr/azure/storage/files/storage-files-active-directory-overview;"You have an Azure subscription named Subscription1 that contains the resources shown in the following table.

In storage1, you create a blob container named blob1 and a file share named share1.

Which resources can be backed up to Vault1 and Vault2? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T3-Q22;Implémenter et gérer le stockage;Exercice avec correction comparée aux sources;scenario;Non;Azure Blob Storage et Azure Files;Azure Blob Storage et Azure Files;https://learn.microsoft.com/en-us/azure/import-export/storage-import-export-service;Pour un job Azure Import/Export qui expédie des disques physiques au centre de données Microsoft, quelles destinations Azure Storage sont prises en charge pour une importation ?
T3-Q23;Implémenter et gérer le stockage;Exercice avec correction comparée aux sources;scenario;Non;Copies d’un compte LRS : 3 · Paramètre pour diminuer le coût des blobs rarement lus : Access tier (default);Copies d’un compte LRS : 3 · Paramètre pour diminuer le coût des blobs rarement lus : Access tier (default);https://learn.microsoft.com/en-us/azure/storage/common/storage-redundancy | https://learn.microsoft.com/en-us/azure/storage/blobs/access-tiers-overview;Pour un compte StorageV2 Standard LRS avec niveau Hot par défaut, combien de copies LRS et quel paramètre changer pour stocker moins cher des blobs rarement lus ?
T3-Q24;Implémenter et gérer le stockage;Exercice avec correction comparée aux sources;scenario;Non;blob and file only;blob and file only;https://learn.microsoft.com/en-us/azure/storage/common/storage-use-azcopy-v10;"You have an Azure Storage account named storage1.

You plan to use AzCopy to copy data to storage1.

You need to identify the storage services in storage1 to which you can copy the data.

Which storage services should you identify?"
T3-Q25;Implémenter et gérer le stockage;Fiche question/réponse du support;theme;Non;"BLOB : AD & SAS
FILES : SAS";"BLOB : AD & SAS
FILES : SAS";https://learn.microsoft.com/en-us/azure/storage/common/storage-account-overview;"You have an Azure Storage account named storage1 that uses Azure Blob storage and Azure File storage.

You need to use AzCopy to copy data to the blob storage and file storage in storage1.

Which authentication method should you use for each type of storage? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T3-Q26;Implémenter et gérer le stockage;Exercice avec correction comparée aux sources;scenario;Non;Azure Files;Azure Files;https://learn.microsoft.com/en-us/azure/container-instances/container-instances-volume-azure-files;"You have an Azure subscription that contains an Azure Storage account.

You plan to create an Azure container instance named container1 that will use a Docker image named Image1. Image1 contains a Microsoft SQL

Server instance that requires persistent storage.

You need to configure a storage service for Container1.

What should you use?"
T3-Q27;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;two update domains;two update domains;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You have an app named App1 that runs on two Azure virtual machines named VM1 and VM2.

You plan to implement an Azure Availability Set for App1. The solution must ensure that App1 is available during planned maintenance of the

hardware hosting

VM1 and VM2.

What should you include in the Availability Set?"
T3-Q28;Implémenter et gérer le stockage;Exercice avec correction comparée aux sources;scenario;Non;Azure Blob storage;Azure Blob storage;https://learn.microsoft.com/en-us/azure/import-export/storage-import-export-service;"You have an Azure subscription named Subscription1.

You have 5 TB of data that you need to transfer to Subscription1.

You plan to use an Azure Import/Export job.

What can you use as the destination of the imported data?"
T3-Q29;Implémenter et gérer le stockage;Exercice avec correction comparée aux sources;scenario;Non;Étape 1 : Create a Storage Sync Service · Étape 2 : Create a sync group;Étape 1 : Create a Storage Sync Service · Étape 2 : Create a sync group;https://learn.microsoft.com/en-us/azure/storage/file-sync/file-sync-deployment-guide;Pour commencer une configuration Azure File Sync, quel service créer avant le sync group ?
T3-Q30;Implémenter et gérer le stockage;Fiche question/réponse du support;theme;Non;NO / YES / NO;NO / YES / NO;https://learn.microsoft.com/en-us/azure/storage/file-sync/;"You have an Azure subscription that contains the file shares shown in the following table.

You have the on-premises file shares shown in the following table.

You create an Azure file sync group named Sync1 and perform the following actions:

✑ Add share1 as the cloud endpoint for Sync1.
✑ Add data1 as a server endpoint for Sync1.
✑ Register Server1 and Server2 to Sync1.
For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T3-Q31;Surveiller et maintenir les ressources Azure;Fiche question/réponse du support;theme;Non;"Storage Account : Storage 3 Only
Log Analytic Worksapce : Analytics 1 , Analytics 2 , Analytics3";"Storage Account : Storage 3 Only
Log Analytic Worksapce : Analytics 1 , Analytics 2 , Analytics3";https://learn.microsoft.com/en-us/azure/backup/backup-azure-arm-restore-vms;"You have an Azure subscription named Subscription1 that contains the resources shown in the following table:

You plan to configure Azure Backup reports for Vault1.

You are configuring the Diagnostics settings for the AzureBackupReports log.

Which storage accounts and which Log Analytics workspaces can you use for the Azure Backup reports of Vault1? To answer, select the

appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T3-Q32;Implémenter et gérer le stockage;Fiche question/réponse du support;theme;Non;"You can create the premium file share in : Contoso 104 Only
You can create the Archieve Access tier in : Contoso 101 Or Contoso 103 Only";"You can create the premium file share in : Contoso 104 Only
You can create the Archieve Access tier in : Contoso 101 Or Contoso 103 Only";https://learn.microsoft.com/fr-fr/azure/storage/files/storage-files-active-directory-overview;"You have an Azure subscription that contains the storage accounts shown in the following exhibit.

Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic.

NOTE: Each correct selection is worth one point."
